Record Date,Debt Limit Description,Debt Limit Class 1 Description,Debt Limit Class 2 Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-10-31,Debt Subject to Limit,Total Public Debt Outstanding,null,26576222.0411906,7123357.54657471,33699579.5877654,1,2024,1,2023,4,10,31
2023-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,476.97541005,0,476.97541005,2,2024,1,2023,4,10,31
2023-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,59055.27905692,51055.62512121,110110.90417813,3,2024,1,2023,4,10,31
2023-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,5492.216,5492.216,4,2024,1,2023,4,10,31
2023-10-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2024,1,2023,4,10,31
2023-10-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,26516689.9959878,7066809.7054535,33583499.7014413,6,2024,1,2023,4,10,31
2023-10-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2024,1,2023,4,10,31
2023-10-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,0,8,2024,1,2023,4,10,31
2023-09-30,Debt Subject to Limit,Total Public Debt Outstanding,null,26330141.8529561,6837191.97250122,33167333.8254573,1,2023,4,2023,3,09,30
2023-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.08081105,0,477.08081105,2,2023,4,2023,3,09,30
2023-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,56829.36056069,34059.81735948,90889.17792017,3,2023,4,2023,3,09,30
2023-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,5492.216,5492.216,4,2023,4,2023,3,09,30
2023-09-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,4,2023,3,09,30
2023-09-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,26272835.6208485,6797639.93914174,33070475.5599902,6,2023,4,2023,3,09,30
2023-09-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2023,4,2023,3,09,30
2023-09-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,0,8,2023,4,2023,3,09,30
2023-08-31,Debt Subject to Limit,Total Public Debt Outstanding,null,26044050.6237621,6870098.65920411,32914149.2829662,1,2023,4,2023,3,08,31
2023-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.19751505,0,477.19751505,2,2023,4,2023,3,08,31
2023-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,57563.05371909,31553.52091657,89116.57463566,3,2023,4,2023,3,08,31
2023-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,5492.216,5492.216,4,2023,4,2023,3,08,31
2023-08-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,4,2023,3,08,31
2023-08-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,25986010.5817921,6833052.92228754,32819063.5040796,6,2023,4,2023,3,08,31
2023-08-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2023,4,2023,3,08,31
2023-08-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,0,8,2023,4,2023,3,08,31
2023-07-31,Debt Subject to Limit,Total Public Debt Outstanding,null,25708799.2637481,6899785.84585635,32608585.1096044,1,2023,4,2023,3,07,31
2023-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.29467505,0,477.29467505,2,2023,4,2023,3,07,31
2023-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,52687.72307848,30290.27925682,82978.0023353,3,2023,4,2023,3,07,31
2023-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,5492.216,5492.216,4,2023,4,2023,3,07,31
2023-07-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,4,2023,3,07,31
2023-07-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,25655634.4552587,6864003.35059953,32519637.8058582,6,2023,4,2023,3,07,31
2023-07-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2023,4,2023,3,07,31
2023-07-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,0,8,2023,4,2023,3,07,31
2023-06-30,Debt Subject to Limit,Total Public Debt Outstanding,null,25461998.1822797,6870275.99770715,32332274.1799868,1,2023,3,2023,2,06,30
2023-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.34170905,0,477.34170905,2,2023,3,2023,2,06,30
2023-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,52612.69708426,29385.9922394,81998.68932366,3,2023,3,2023,2,06,30
2023-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,5492.216,5492.216,4,2023,3,2023,2,06,30
2023-06-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,3,2023,2,06,30
2023-06-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,25408908.3527505,6835397.78946775,32244306.1422183,6,2023,3,2023,2,06,30
2023-06-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,0,7,2023,3,2023,2,06,30
2023-06-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,0,8,2023,3,2023,2,06,30
2023-05-31,Debt Subject to Limit,Total Public Debt Outstanding,null,24630686.2480428,6833771.18210943,31464457.4301522,1,2023,3,2023,2,05,31
2023-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.37628605,0,477.37628605,2,2023,3,2023,2,05,31
2023-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,46880.95642195,28939.40618742,75820.36260937,3,2023,3,2023,2,05,31
2023-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,6722.147,6722.147,4,2023,3,2023,2,05,31
2023-05-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,3,2023,2,05,31
2023-05-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,24583328.1245989,6798109.62892201,31381437.7535209,6,2023,3,2023,2,05,31
2023-05-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2023,3,2023,2,05,31
2023-05-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,25.2464790791273,8,2023,3,2023,2,05,31
2023-04-30,Debt Subject to Limit,Total Public Debt Outstanding,null,24605068.0005365,6852747.02584893,31457815.0263855,1,2023,3,2023,2,04,30
2023-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.40431205,0,477.40431205,2,2023,3,2023,2,04,30
2023-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,43092.87548694,27959.77098932,71052.64647626,3,2023,3,2023,2,04,30
2023-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2023,3,2023,2,04,30
2023-04-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,3,2023,2,04,30
2023-04-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,24561497.9300017,6819940.23685961,31381438.1668613,6,2023,3,2023,2,04,30
2023-04-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2023,3,2023,2,04,30
2023-04-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,24.8331386856735,8,2023,3,2023,2,04,30
2023-03-31,Debt Subject to Limit,Total Public Debt Outstanding,null,24693515.0244814,6764922.62123536,31458437.6457168,1,2023,2,2023,1,03,31
2023-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.44243705,0,477.44243705,2,2023,2,2023,1,03,31
2023-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,43542.367145,28133.16781857,71675.53496357,3,2023,2,2023,1,03,31
2023-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2023,2,2023,1,03,31
2023-03-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,2,2023,1,03,31
2023-03-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,24649495.4241635,6731942.43541679,31381437.8595803,6,2023,2,2023,1,03,31
2023-03-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2023,2,2023,1,03,31
2023-03-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,25.1404196992517,8,2023,2,2023,1,03,31
2023-02-28,Debt Subject to Limit,Total Public Debt Outstanding,null,24609240.8008158,6850050.65685769,31459291.4576735,1,2023,2,2023,1,02,28
2023-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.47147005,0,477.47147005,2,2023,2,2023,1,02,28
2023-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,42443.48938728,30085.90009457,72529.38948185,3,2023,2,2023,1,02,28
2023-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2023,2,2023,1,02,28
2023-02-28,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,2,2023,1,02,28
2023-02-28,Debt Subject to Limit,Total Public Debt Subject to Limit,null,24566320.0492227,6815117.73876312,31381437.7879858,6,2023,2,2023,1,02,28
2023-02-28,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2023,2,2023,1,02,28
2023-02-28,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,25.2120142243803,8,2023,2,2023,1,02,28
2023-01-31,Debt Subject to Limit,Total Public Debt Outstanding,null,24583994.486688,6870988.65466451,31454982.0413525,1,2023,2,2023,1,01,31
2023-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.50129705,0,477.50129705,2,2023,2,2023,1,01,31
2023-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,40315.02644261,27905.10237194,68220.12881455,3,2023,2,2023,1,01,31
2023-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2023,2,2023,1,01,31
2023-01-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,2,2023,1,01,31
2023-01-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,24543201.1682124,6838236.53429257,31381437.602505,6,2023,2,2023,1,01,31
2023-01-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2023,2,2023,1,01,31
2023-01-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,25.3974949903786,8,2023,2,2023,1,01,31
2022-12-31,Debt Subject to Limit,Total Public Debt Outstanding,null,24517593.3038627,6902096.21299203,31419689.4168547,1,2023,1,2022,4,12,31
2022-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.53209105,0,477.53209105,2,2023,1,2022,4,12,31
2022-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,37269.25201712,29785.11650119,67054.36851831,3,2023,1,2022,4,12,31
2022-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2023,1,2022,4,12,31
2022-12-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,1,2022,4,12,31
2022-12-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,24479846.7290187,6867464.07849084,31347310.7075095,6,2023,1,2022,4,12,31
2022-12-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2023,1,2022,4,12,31
2022-12-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,34152.2924904898,8,2023,1,2022,4,12,31
2022-11-30,Debt Subject to Limit,Total Public Debt Outstanding,null,24553456.5529243,6859865.88061837,31413322.4335427,1,2023,1,2022,4,11,30
2022-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.57892105,0,477.57892105,2,2023,1,2022,4,11,30
2022-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,32795.51279389,29553.40369904,62348.91649293,3,2023,1,2022,4,11,30
2022-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2023,1,2022,4,11,30
2022-11-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,1,2022,4,11,30
2022-11-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,24520183.6704735,6825465.45891933,31345649.1293929,6,2023,1,2022,4,11,30
2022-11-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2023,1,2022,4,11,30
2022-11-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,35813.8706071414,8,2023,1,2022,4,11,30
2022-10-31,Debt Subject to Limit,Total Public Debt Outstanding,null,24352541.6706877,6885759.48589393,31238301.1565817,1,2023,1,2022,4,10,31
2022-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.63610205,0,477.63610205,2,2023,1,2022,4,10,31
2022-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,28509.31153461,30727.75576334,59237.06729795,3,2023,1,2022,4,10,31
2022-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2023,1,2022,4,10,31
2022-10-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2023,1,2022,4,10,31
2022-10-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,24323554.9323152,6850184.71213059,31173739.6444458,6,2023,1,2022,4,10,31
2022-10-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2023,1,2022,4,10,31
2022-10-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,207723.355554182,8,2023,1,2022,4,10,31
2022-09-30,Debt Subject to Limit,Total Public Debt Outstanding,null,24299192.5938802,6629718.99314822,30928911.5870284,1,2022,4,2022,3,09,30
2022-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.70418005,0,477.70418005,2,2022,4,2022,3,09,30
2022-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,25563.86025142,28764.25956386,54328.11981528,3,2022,4,2022,3,09,30
2022-09-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2022,4,2022,3,09,30
2022-09-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,4,2022,3,09,30
2022-09-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,24273151.2387129,6596107.71558436,30869258.9542973,6,2022,4,2022,3,09,30
2022-09-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2022,4,2022,3,09,30
2022-09-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,512204.045702744,8,2022,4,2022,3,09,30
2022-08-31,Debt Subject to Limit,Total Public Debt Outstanding,null,24267551.2205685,6668523.9726021,30936075.1931706,1,2022,4,2022,3,08,31
2022-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.77828905,0,477.77828905,2,2022,4,2022,3,08,31
2022-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,21989.08455103,25016.75650051,47005.84105154,3,2022,4,2022,3,08,31
2022-08-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2022,4,2022,3,08,31
2022-08-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,4,2022,3,08,31
2022-08-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,24245084.5669926,6638660.19810159,30883744.7650942,6,2022,4,2022,3,08,31
2022-08-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2022,4,2022,3,08,31
2022-08-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,497718.234905824,8,2022,4,2022,3,08,31
2022-07-31,Debt Subject to Limit,Total Public Debt Outstanding,null,23952579.2636262,6642529.38413317,30595108.6227593,1,2022,4,2022,3,07,31
2022-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.83315305,0,477.83315305,2,2022,4,2022,3,07,31
2022-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,18704.58035452,22116.17505948,40820.755414,3,2022,4,2022,3,07,31
2022-07-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2022,4,2022,3,07,31
2022-07-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,4,2022,3,07,31
2022-07-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,23933397.0593827,6615566.19107369,30548963.2254564,6,2022,4,2022,3,07,31
2022-07-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2022,4,2022,3,07,31
2022-07-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,832499.77454358,8,2022,4,2022,3,07,31
2022-06-30,Debt Subject to Limit,Total Public Debt Outstanding,null,23912159.7086404,6656422.02754509,30568581.7361855,1,2022,3,2022,2,06,30
2022-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.89473405,0,477.89473405,2,2022,3,2022,2,06,30
2022-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,15585.59794906,24420.46462446,40006.06257352,3,2022,3,2022,2,06,30
2022-06-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,4847.018,4847.018,4,2022,3,2022,2,06,30
2022-06-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,3,2022,2,06,30
2022-06-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,23896096.4252215,6627154.54492063,30523250.9701421,6,2022,3,2022,2,06,30
2022-06-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2022,3,2022,2,06,30
2022-06-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,858212.029857893,8,2022,3,2022,2,06,30
2022-05-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2022,3,2022,2,05,31
2022-05-31,Debt Subject to Limit,Total Public Debt Outstanding,null,23904391.4212165,6595226.80348668,30499619.2247032,1,2022,3,2022,2,05,31
2022-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.93462305,0,477.93462305,2,2022,3,2022,2,05,31
2022-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,12522.40413791,22553.07732428,35075.48146219,3,2022,3,2022,2,05,31
2022-05-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,6053.049,6053.049,4,2022,3,2022,2,05,31
2022-05-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,3,2022,2,05,31
2022-05-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,23891391.2917197,6566620.6771624,30458011.9688821,6,2022,3,2022,2,05,31
2022-05-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,923451.031117886,8,2022,3,2022,2,05,31
2022-04-30,Debt Subject to Limit,Total Public Debt Outstanding,null,23847245.0515079,6526909.12008535,30374155.1715933,1,2022,3,2022,2,04,30
2022-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,477.96584205,0,477.96584205,2,2022,3,2022,2,04,30
2022-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,10838.46685102,22890.16401304,33728.63086406,3,2022,3,2022,2,04,30
2022-04-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,6053.049,6053.049,4,2022,3,2022,2,04,30
2022-04-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,3,2022,2,04,30
2022-04-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,23835928.828079,6497965.90707231,30333894.7351513,6,2022,3,2022,2,04,30
2022-04-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2022,3,2022,2,04,30
2022-04-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,1047568.26484871,8,2022,3,2022,2,04,30
2022-03-31,Debt Subject to Limit,Total Public Debt Outstanding,null,23879767.7245996,6521191.90354377,30400959.6281434,1,2022,2,2022,1,03,31
2022-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,478.00070005,0,478.00070005,2,2022,2,2022,1,03,31
2022-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,9058.76826296,20055.08542807,29113.85369103,3,2022,2,2022,1,03,31
2022-03-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,6053.049,6053.049,4,2022,2,2022,1,03,31
2022-03-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,2,2022,1,03,31
2022-03-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,23870231.1649008,6495083.7691157,30365314.9340165,6,2022,2,2022,1,03,31
2022-03-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2022,2,2022,1,03,31
2022-03-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,1016148.06598352,8,2022,2,2022,1,03,31
2022-02-28,Debt Subject to Limit,Total Public Debt Outstanding,null,23776559.8583396,6513793.46885086,30290353.3271905,1,2022,2,2022,1,02,28
2022-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,478.02507005,0,478.02507005,2,2022,2,2022,1,02,28
2022-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,7405.62617449,17965.71675007,25371.34292456,3,2022,2,2022,1,02,28
2022-02-28,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,6053.049,6053.049,4,2022,2,2022,1,02,28
2022-02-28,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,2,2022,1,02,28
2022-02-28,Debt Subject to Limit,Total Public Debt Subject to Limit,null,23768676.4163593,6489773.70310079,30258450.1194601,6,2022,2,2022,1,02,28
2022-02-28,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2022,2,2022,1,02,28
2022-02-28,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,1123011.88053995,8,2022,2,2022,1,02,28
2022-01-31,Debt Subject to Limit,Total Public Debt Outstanding,null,23487180.8517276,6525204.87423122,30012385.7259588,1,2022,2,2022,1,01,31
2022-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,478.04933005,0,478.04933005,2,2022,2,2022,1,01,31
2022-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,6196.84769397,16668.1210151,22864.96870907,3,2022,2,2022,1,01,31
2022-01-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,6053.049,6053.049,4,2022,2,2022,1,01,31
2022-01-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,2,2022,1,01,31
2022-01-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,23480506.1639677,6502483.70421612,29982989.8681838,6,2022,2,2022,1,01,31
2022-01-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2022,2,2022,1,01,31
2022-01-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,1398473.1318162,8,2022,2,2022,1,01,31
2021-12-31,Debt Subject to Limit,Total Public Debt Outstanding,null,23143747.3419429,6473468.17868392,29617214.5206268,1,2022,1,2021,4,12,31
2021-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,478.07778905,0,478.07778905,2,2022,1,2021,4,12,31
2021-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,5684.14048259,14998.70491479,20682.84539738,3,2022,1,2021,4,12,31
2021-12-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,6053.049,6053.049,4,2022,1,2021,4,12,31
2021-12-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,1,2021,4,12,31
2021-12-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,23137585.3329354,6452416.42476913,29590000.7577046,6,2022,1,2021,4,12,31
2021-12-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,31381463,7,2022,1,2021,4,12,31
2021-12-31,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,1791462.24229545,8,2022,1,2021,4,12,31
2021-11-30,Debt Subject to Limit,Total Public Debt Outstanding,null,22645911.8621255,6262074.60512633,28907987.4672518,1,2022,1,2021,4,11,30
2021-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,478.10119405,0,478.10119405,2,2022,1,2021,4,11,30
2021-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,5357.56503421,14660.61976466,20018.18479887,3,2022,1,2021,4,11,30
2021-11-30,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,6053.049,6053.049,4,2022,1,2021,4,11,30
2021-11-30,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,1,2021,4,11,30
2021-11-30,Debt Subject to Limit,Total Public Debt Subject to Limit,null,22640077.4051614,6241360.93636167,28881438.341523,6,2022,1,2021,4,11,30
2021-11-30,Debt Subject to Limit,Statutory Debt Limit,null,null,null,28881463,7,2022,1,2021,4,11,30
2021-11-30,Debt Subject to Limit,Balance of Statutory Debt Limit,null,null,null,24.6584769561887,8,2022,1,2021,4,11,30
2021-10-31,Debt Subject to Limit,Total Public Debt Outstanding,null,22637089.618511,6271676.24279488,28908764.8613059,1,2022,1,2021,4,10,31
2021-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Other Debt,478.12827405,0,478.12827405,2,2022,1,2021,4,10,31
2021-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Unamortized Discount,5336.79023355,15459.79341917,20796.58365272,3,2022,1,2021,4,10,31
2021-10-31,Debt Subject to Limit,Less Debt Not Subject to Limit,Federal Financing Bank,0,6053.049,6053.049,4,2022,1,2021,4,10,31
2021-10-31,Debt Subject to Limit,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,*,0,*,5,2022,1,2021,4,10,31
2021-10-31,Debt Subject to Limit,Total Public Debt Subject to Limit,null,22631274.9092676,6250163.40037571,28881438.3096433,6,2022,1,2021,4,10,31
2021-10-31,Debt Subject to Limit,Statutory Debt Limit,null,null,null,28881463,7,2022,1,2021,4,10,31
